,id,host_id,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,nightly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,number_of_stays,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,date_host_since,date_first_review,date_last_review
5880,20557839,146819631,within a few hours,100.0,False,Pacific Beach,1,True,False,Pacific Beach,Condominium,Entire home/apt,4,2.0,2,2,120.0,500.0,150.0,2,31,1125,2,4,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-08-19,2018-08-25,2018-10-02
5883,8195592,23018226,within a few hours,100.0,True,Pacific Beach,2,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,1,122.0,200.0,100.0,1,30,180,15,30,99,10,10,10,10,10,10,False,False,False,moderate,False,False,2014-10-27,2015-09-15,2019-05-19
5884,9865443,15127606,within an hour,100.0,True,North Park,4,True,True,North Park,Apartment,Entire home/apt,4,1.0,1,1,120.0,500.0,95.0,2,30,1125,47,94,97,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-05-05,2016-03-01,2019-05-20
5886,12154738,24772995,within a few hours,100.0,True,Pacific Beach,2,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,1,120.0,1000.0,120.0,3,30,1125,3,6,100,10,9,9,9,10,10,False,True,False,strict_14_with_grace_period,False,False,2014-12-12,2017-07-06,2018-07-31
5887,16577806,8923451,within a few hours,100.0,True,Carmel Valley,1,True,True,Carmel Valley,Condominium,Entire home/apt,4,2.0,2,3,120.0,300.0,90.0,1,30,1125,16,32,99,10,10,10,10,10,10,False,False,False,flexible,False,False,2013-09-18,2017-03-25,2019-08-05
5894,12228881,29286398,within a few hours,83.0,False,East Village,56,True,True,Golden Hill,Condominium,Entire home/apt,4,1.0,2,2,117.0,1000.0,255.0,1,30,1125,1,2,80,10,10,10,4,10,6,False,False,False,strict_14_with_grace_period,False,False,2015-03-13,2018-07-20,2018-07-20
5895,14787858,7704718,within an hour,100.0,True,Little Italy,1,True,True,Little Italy,Townhouse,Entire home/apt,4,2.0,2,3,117.0,750.0,125.0,4,30,1125,9,18,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-07-24,2016-09-20,2019-05-01
5896,24738268,117147344,a few days or more,0.0,False,East Village,2,True,False,East Village,Condominium,Entire home/apt,4,2.0,1,1,135.0,500.0,100.0,1,26,1125,1,2,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2017-02-19,2018-07-21,2018-07-21
5898,21512097,4140161,within an hour,100.0,False,Little Havana,280,True,True,East Village,Apartment,Entire home/apt,4,1.0,1,1,499.0,250.0,105.0,1,7,1125,4,8,90,8,10,9,9,9,10,False,True,False,strict_14_with_grace_period,False,False,2012-11-13,2017-12-11,2018-05-06
5899,8742144,45861409,within an hour,100.0,False,University City,1,True,True,University City,Condominium,Entire home/apt,4,2.5,2,3,115.0,0.0,70.0,1,30,1125,23,46,91,10,9,10,9,10,9,False,True,False,moderate,False,False,2015-10-05,2017-03-05,2019-05-09
5900,23522003,172172560,within a few hours,100.0,False,Clairemont Mesa East,4,True,True,Clairemont Mesa East,Apartment,Entire home/apt,4,2.0,2,2,115.0,500.0,100.0,2,30,180,2,4,100,10,10,10,10,9,10,False,False,False,strict_14_with_grace_period,False,False,2018-02-07,2018-07-05,2019-01-09
5901,24574051,433995,,,True,North Park,1,True,True,North Park,Condominium,Entire home/apt,4,2.0,2,2,115.0,500.0,150.0,1,30,200,3,6,100,10,9,9,10,10,10,False,True,False,flexible,False,False,2011-03-10,2019-02-19,2019-08-03
5902,31406194,49945853,within a day,91.0,False,East Village,3,True,True,Gaslamp,Apartment,Entire home/apt,4,1.0,1,1,115.0,200.0,100.0,1,30,1125,1,2,100,6,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-11-26,2019-04-05,2019-04-05
5903,18008293,1030435,within an hour,100.0,False,Pacific Beach,1,True,True,Pacific Beach,House,Entire home/apt,4,1.0,2,2,114.0,0.0,200.0,1,30,1100,12,24,95,9,9,10,10,9,10,False,False,False,strict_14_with_grace_period,False,False,2011-08-28,2017-06-28,2019-07-31
5904,9154405,47657736,,,False,Clairemont Mesa East,1,True,False,Clairemont Mesa East,Apartment,Entire home/apt,4,1.0,2,3,113.0,0.0,224.0,4,30,1125,6,12,100,10,9,10,10,10,9,False,True,False,super_strict_30,False,False,2015-10-28,2015-12-01,2017-12-19
5905,8871060,29705038,within a day,50.0,False,Park West,1,True,True,Park West,Condominium,Entire home/apt,4,2.0,2,2,110.0,400.0,75.0,3,30,180,16,32,91,10,8,10,10,10,10,False,False,False,moderate,False,False,2015-03-20,2015-12-08,2019-06-08
5907,24432529,27320279,within a few hours,90.0,True,Pacific Beach,2,True,True,University City,Condominium,Entire home/apt,4,2.5,2,2,110.0,0.0,150.0,1,30,1125,5,10,100,10,8,10,10,10,10,False,False,False,moderate,False,False,2015-02-06,2018-05-26,2019-07-24
5908,16637501,109925524,within an hour,100.0,False,University City,1,True,False,University City,Condominium,Entire home/apt,4,1.0,1,2,109.0,500.0,180.0,2,30,1125,40,80,97,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-01-05,2017-01-30,2019-08-01
5910,23823744,42343172,within an hour,100.0,True,,2,True,False,University City,Condominium,Entire home/apt,4,1.0,1,2,107.0,300.0,150.0,4,30,1125,5,10,100,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-08-24,2018-07-25,2019-08-10
5912,3039560,6238809,within an hour,100.0,True,North Park,1,True,True,North Park,Apartment,Entire home/apt,4,1.0,2,2,110.0,500.0,120.0,2,29,365,33,66,91,9,9,10,10,9,9,False,False,False,strict_14_with_grace_period,False,False,2013-05-05,2014-06-23,2019-07-24
5913,4567108,22508856,,,False,La Jolla,1,True,True,La Jolla,Apartment,Entire home/apt,4,2.0,2,2,150.0,1750.0,175.0,2,21,60,4,8,100,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2014-10-13,2016-07-03,2018-08-01
5914,6718411,11843626,within an hour,100.0,True,Marina,1,True,True,Marina,Apartment,Entire home/apt,4,1.0,1,1,105.0,2000.0,100.0,1,30,360,18,36,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-02-01,2015-07-13,2019-06-22
5915,9680837,50011082,within a day,100.0,False,Pacific Beach,2,True,True,Pacific Beach,Cottage,Entire home/apt,4,1.0,2,2,150.0,1000.0,250.0,1,21,1125,1,2,80,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-11-27,2018-02-19,2018-02-19
5919,2510234,1731764,within a day,83.0,True,North Park,1,True,False,Hillcrest,Apartment,Entire home/apt,4,2.0,2,4,440.0,0.0,94.0,4,7,1125,10,20,94,10,9,10,10,10,9,False,False,False,moderate,False,False,2012-02-10,2014-04-28,2017-12-22
5920,28441113,214708294,within a few hours,100.0,False,North Park,1,True,False,North Park,Condominium,Entire home/apt,4,1.0,1,1,110.0,750.0,150.0,1,28,1125,1,2,100,10,10,10,10,10,8,False,True,False,strict_14_with_grace_period,False,False,2018-09-10,2018-12-07,2018-12-07
5921,6924178,1291828,within a few hours,100.0,False,Linda Vista,7,True,True,Linda Vista,Apartment,Entire home/apt,4,2.0,2,2,98.0,250.0,90.0,4,31,365,3,6,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2011-10-14,2017-07-23,2019-06-29
5923,9940689,51089276,,,True,Little Italy,1,True,False,Little Italy,Condominium,Entire home/apt,4,1.0,1,2,100.0,3000.0,125.0,1,30,180,2,4,100,10,9,10,10,10,10,False,False,False,moderate,False,False,2015-12-11,2018-12-18,2019-03-01
5924,28772563,102607334,within a few hours,90.0,False,University City,3,True,True,University City,Condominium,Entire home/apt,4,1.0,2,4,100.0,1000.0,150.0,2,30,1125,16,32,84,9,9,9,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2016-11-05,2018-12-27,2019-07-24
5930,30887610,678,within a few hours,91.0,True,Ocean Beach,10,True,False,Sunset Cliffs,Guest suite,Entire home/apt,4,1.0,0,1,495.0,0.0,195.0,1,6,14,1,2,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,True,True,2008-07-08,2019-02-11,2019-02-11
5931,30502156,68090864,within a few hours,100.0,False,East Village,1,True,False,East Village,Condominium,Entire home/apt,4,2.0,2,2,295.0,0.0,80.0,1,10,1125,2,4,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2016-04-20,2019-01-01,2019-07-29
5932,962857,562621,within a few hours,100.0,False,Gaslamp,5,True,True,Gaslamp,Condominium,Entire home/apt,4,1.0,1,2,98.0,300.0,100.0,2,30,365,18,36,96,10,9,9,10,10,10,False,False,False,moderate,False,False,2011-05-06,2013-04-08,2019-03-03
5933,15905356,65436304,within an hour,100.0,True,,0,True,True,Clairemont Mesa East,Apartment,Entire home/apt,4,1.0,1,1,98.0,350.0,99.0,2,30,90,41,82,100,10,10,10,10,9,10,False,False,False,strict_14_with_grace_period,False,False,2016-04-02,2016-11-26,2019-07-06
5934,24017498,6934650,within an hour,100.0,False,Midtown,7,True,True,University City,Condominium,Entire home/apt,4,2.0,2,3,100.0,200.0,150.0,4,29,1125,2,4,100,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2013-06-16,2018-06-21,2019-06-28
5935,2934998,7559349,,,False,,1,True,True,Bay Park,Condominium,Entire home/apt,4,1.5,2,2,115.0,500.0,150.0,1,25,1000,28,56,92,10,9,10,10,9,10,False,False,False,strict_14_with_grace_period,False,False,2013-07-18,2014-07-14,2015-08-15
5936,30272007,117998550,,,False,,1,True,False,East Village,Condominium,Entire home/apt,4,1.0,1,2,95.0,500.0,50.0,1,30,1125,1,2,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2017-02-25,2019-01-14,2019-01-14
5937,29754894,1029866,within an hour,100.0,True,Marina,2,True,True,Marina,Condominium,Entire home/apt,4,1.5,2,2,94.0,500.0,0.0,1,30,1125,2,4,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2011-08-28,2019-05-26,2019-07-10
5938,22120482,63110246,within a few hours,100.0,False,Little Italy,1,True,False,Little Italy,Condominium,Entire home/apt,4,1.0,1,2,200.0,5000.0,250.0,4,14,1125,9,18,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2016-03-15,2018-04-07,2019-07-31
5939,31039861,10192110,within a few hours,91.0,False,East Village,12,True,True,Marina,Apartment,Entire home/apt,4,1.0,1,1,100.0,250.0,100.0,1,28,1125,1,2,80,6,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-11-22,2019-04-05,2019-04-05
5941,34143680,4656446,within an hour,100.0,False,Incline Village,188,True,False,East Village,Apartment,Entire home/apt,4,2.0,2,2,200.0,500.0,175.0,1,14,1125,1,2,100,10,10,10,10,10,10,False,True,False,flexible,False,True,2013-01-10,2019-06-15,2019-06-15
5942,17042592,21768117,within a few hours,100.0,True,North Park,1,True,True,North Park,Condominium,Entire home/apt,4,1.0,2,2,89.0,500.0,175.0,2,31,1125,3,6,100,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-09-25,2018-07-12,2018-12-10
5943,30186630,25593083,within an hour,100.0,True,University City,3,True,False,University City,Condominium,Entire home/apt,4,2.5,2,2,89.0,1900.0,120.0,2,31,186,2,4,90,10,10,10,10,10,9,False,True,False,flexible,False,False,2015-01-04,2019-02-01,2019-05-31
5944,2055321,10254856,within a day,67.0,False,East Village,1,True,True,East Village,Condominium,Entire home/apt,4,2.0,2,2,90.0,350.0,100.0,5,30,1125,49,98,98,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-11-25,2014-03-01,2019-01-15
5945,6958378,22153899,within a day,100.0,True,Carmel Valley,4,True,True,Carmel Valley,House,Private room,4,1.0,1,1,90.0,200.0,30.0,2,30,1125,14,28,96,10,10,10,10,10,10,False,True,False,flexible,False,False,2014-10-05,2015-06-29,2016-09-30
5946,7529601,12098633,within an hour,100.0,False,North Clairemont,3,True,True,Mira Mesa,Apartment,Entire home/apt,4,2.0,2,4,90.0,150.0,100.0,4,30,365,4,8,85,9,9,10,8,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-02-09,2018-01-09,2018-09-03
5947,12231730,34368930,within a day,100.0,False,Gaslamp,3,True,True,Gaslamp,Apartment,Entire home/apt,4,1.0,1,1,90.0,500.0,100.0,1,30,1125,2,4,80,8,8,8,7,9,8,False,False,False,flexible,False,False,2015-05-27,2018-03-31,2018-06-04
5949,12991397,43309984,within an hour,100.0,False,Carmel Valley,2,True,True,Carmel Valley,Condominium,Entire home/apt,4,1.0,1,2,93.0,500.0,125.0,1,29,1125,4,8,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-09-03,2017-07-05,2017-12-18
5950,13041061,26390688,within an hour,100.0,False,Talmadge,5,True,True,Talmadge,Apartment,Entire home/apt,4,1.0,1,2,89.0,500.0,100.0,1,30,90,57,114,88,9,10,10,9,9,9,False,False,False,moderate,False,False,2015-01-20,2016-05-25,2019-08-02
5951,21191851,153049188,within a few hours,100.0,False,Little Italy,1,True,False,Little Italy,Condominium,Entire home/apt,4,1.0,1,2,89.0,500.0,95.0,2,30,1125,7,14,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-10-02,2018-02-05,2019-06-08
5952,22656337,796593,within an hour,100.0,False,East Village,15,True,True,Point Loma Heights,Apartment,Entire home/apt,4,1.0,1,2,89.0,300.0,75.0,4,30,999,4,8,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2011-07-09,2018-08-18,2019-06-22
5953,23355323,796593,within an hour,100.0,False,East Village,15,True,True,Mission Valley West,Apartment,Entire home/apt,4,1.0,1,2,89.0,300.0,80.0,4,30,999,4,8,100,10,9,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2011-07-09,2019-01-03,2019-08-10
5956,25430790,18170661,within an hour,100.0,True,East Village,1,True,False,East Village,Loft,Entire home/apt,4,1.0,0,1,88.0,500.0,200.0,1,30,1125,2,4,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2018-05-28,2018-12-05,2019-07-18
5958,20884950,43309984,within an hour,100.0,False,Carmel Valley,2,True,True,Carmel Valley,Condominium,Entire home/apt,4,1.0,1,2,88.0,500.0,125.0,1,29,1125,2,4,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-09-03,2019-07-04,2019-07-07
5959,15807667,2011093,within an hour,100.0,False,Park West,2,True,False,Park West,Condominium,Entire home/apt,4,1.0,1,2,85.0,500.0,200.0,1,30,360,4,8,90,9,10,10,10,10,9,False,False,False,moderate,False,False,2012-03-26,2017-02-25,2019-07-20
5960,31647817,465985,within a few hours,100.0,False,Pacific Beach,2,True,False,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,2,85.0,1000.0,100.0,1,30,1125,2,4,100,10,10,10,10,10,10,False,True,False,moderate,False,False,2011-03-27,2019-06-20,2019-08-15
5961,31643220,190860272,within an hour,100.0,False,Pacific Beach,5,True,False,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,2,500.0,500.0,175.0,1,5,1125,2,4,100,10,10,6,10,10,10,False,True,False,flexible,False,False,2018-05-21,2019-04-20,2019-04-27
5962,2598921,13308439,within an hour,100.0,True,East Village,1,True,False,East Village,Condominium,Entire home/apt,4,1.0,0,2,80.0,200.0,75.0,4,30,1125,17,34,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-03-19,2014-04-04,2019-04-04
5963,27557325,16687084,within a few hours,100.0,True,East Village,2,True,True,East Village,Condominium,Entire home/apt,4,1.0,0,1,80.0,500.0,120.0,2,30,1125,3,6,93,10,10,10,10,9,10,False,False,False,flexible,False,False,2014-06-11,2018-09-23,2019-04-30
5965,34780080,83310882,within an hour,100.0,False,East Village,1,True,True,East Village,Apartment,Entire home/apt,4,2.0,2,2,599.0,,,1,4,1125,1,2,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2016-07-12,2019-07-21,2019-07-21
5966,18223724,70787240,,,False,College West,1,True,False,College West,Bungalow,Entire home/apt,4,2.5,2,2,469.0,500.0,160.0,4,5,180,5,10,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2016-05-07,2017-06-28,2018-04-08
5967,18155734,49133979,within a day,100.0,False,Little Italy,1,True,False,Little Italy,Condominium,Entire home/apt,4,1.0,1,1,78.0,,85.0,4,30,1125,26,52,98,10,10,10,10,10,10,False,True,False,moderate,False,False,2015-11-15,2017-05-13,2019-07-31
5968,24242420,182778291,within an hour,100.0,False,Pacific Beach,1,True,False,Pacific Beach,House,Entire home/apt,4,2.0,2,2,390.0,0.0,200.0,1,6,45,3,6,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2018-04-06,2019-07-12,2019-08-09
5969,27104894,161713470,within an hour,100.0,False,Gaslamp,9,True,False,Gaslamp,Resort,Private room,4,1.0,0,2,459.0,0.0,95.0,1,5,5,1,2,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-12-07,2019-07-21,2019-07-21
5970,30855794,161713470,within an hour,100.0,False,Gaslamp,9,True,False,Gaslamp,Serviced apartment,Entire home/apt,4,1.0,0,2,459.0,0.0,95.0,1,5,5,1,2,100,10,10,10,10,10,8,False,True,False,strict_14_with_grace_period,False,False,2017-12-07,2019-07-22,2019-07-22
5972,9795729,50481407,within an hour,100.0,False,Point Loma Heights,1,True,False,Point Loma Heights,Apartment,Entire home/apt,4,1.0,2,2,75.0,,,1,30,1125,3,6,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2015-12-03,2015-12-30,2016-03-01
5973,24515798,36667530,within an hour,100.0,False,Mission Valley West,2,True,True,Mission Valley West,Condominium,Entire home/apt,4,1.0,1,3,75.0,0.0,50.0,3,30,1125,9,18,100,10,9,10,10,10,9,False,True,False,moderate,False,False,2015-06-24,2018-05-01,2019-08-04
5975,21680385,562621,within a few hours,100.0,False,Gaslamp,5,True,True,Gaslamp,Condominium,Entire home/apt,4,2.0,2,2,74.0,500.0,100.0,2,30,365,1,2,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2011-05-06,2019-04-05,2019-04-05
5976,8558253,45044342,within a day,50.0,False,La Jolla,1,True,True,La Jolla,Condominium,Entire home/apt,4,2.0,2,2,550.0,200.0,150.0,1,4,1125,59,118,99,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-09-25,2015-10-05,2019-07-12
5978,16964774,16342785,,,False,Carmel Valley,1,True,True,Carmel Valley,House,Entire home/apt,4,4.5,4,2,155.0,,,1,14,14,2,4,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2014-06-03,2017-03-04,2017-04-01
5979,968243,5284109,within an hour,100.0,False,Carmel Valley,2,True,True,Carmel Valley,Townhouse,Entire home/apt,4,1.0,2,3,70.0,500.0,110.0,4,30,39,5,10,96,10,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2013-03-02,2013-03-25,2016-08-31
5980,6900815,13643691,a few days or more,0.0,False,Midtown,2,True,True,Midtown,Townhouse,Entire home/apt,4,2.5,2,3,300.0,500.0,80.0,2,7,1125,7,14,93,10,10,10,10,9,9,False,False,False,strict_14_with_grace_period,False,False,2014-03-28,2015-07-11,2016-11-18
5981,12425278,67208616,within a few hours,100.0,False,San Carlos,1,True,False,San Carlos,Condominium,Entire home/apt,4,2.0,2,2,75.0,500.0,85.0,1,28,90,1,2,100,10,10,10,10,8,10,False,False,False,moderate,False,False,2016-04-14,2019-08-15,2019-08-15
5982,13045708,72180815,within a few hours,100.0,False,Mission Hill,1,True,False,Mission Hill,Cottage,Entire home/apt,4,1.0,1,1,150.0,1200.0,100.0,2,14,270,2,4,100,8,8,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2016-05-15,2019-04-24,2019-07-08
5983,23563473,16336350,within a few hours,100.0,True,Mira Mesa,5,True,False,Mira Mesa,Condominium,Entire home/apt,4,3.0,2,2,100.0,200.0,120.0,4,21,1125,11,22,96,10,10,10,10,10,9,False,False,False,flexible,False,False,2014-06-03,2018-03-31,2019-07-28
5984,26557917,15428598,within an hour,100.0,True,North Park,1,True,True,North Park,House,Entire home/apt,4,1.0,2,2,700.0,500.0,75.0,4,3,1125,24,48,97,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-05-12,2018-07-28,2019-07-28
5985,26904192,2116837,within an hour,100.0,True,Fairmont Park,7,True,True,University Heights,Condominium,Entire home/apt,4,2.0,2,2,75.0,100.0,30.0,1,28,150,3,6,93,10,9,10,10,10,9,False,False,False,flexible,False,False,2012-04-11,2018-07-22,2018-08-08
5986,29708819,149252502,within a few hours,100.0,False,Mission Hill,1,True,False,Mission Hill,Condominium,Entire home/apt,4,1.0,0,2,75.0,300.0,75.0,2,28,1125,6,12,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2017-09-05,2018-11-29,2019-08-14
5987,34544815,18895963,within a day,100.0,False,Kauaʻi,4,True,False,La Jolla,Condominium,Entire home/apt,4,2.0,2,2,349.0,0.0,150.0,1,6,1125,3,6,100,10,10,9,9,10,10,False,True,False,strict_14_with_grace_period,False,False,2014-07-25,2019-06-19,2019-08-14
5988,21702011,47713574,within a few hours,100.0,False,,1,True,True,Rancho Bernardo,Condominium,Entire home/apt,4,1.0,1,2,69.0,0.0,150.0,1,30,1125,3,6,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2015-10-29,2018-02-08,2018-04-23
5989,5810312,30147085,,,False,La Jolla,1,True,True,La Jolla,Condominium,Entire home/apt,4,2.0,2,2,295.0,500.0,150.0,1,7,180,1,2,100,10,10,10,10,10,6,False,False,False,strict_14_with_grace_period,False,False,2015-03-28,2015-08-13,2015-08-13
5990,5420666,28102192,,,False,Scripps Ranch,1,True,False,Scripps Ranch,Condominium,Entire home/apt,4,1.0,2,2,67.0,,,1,30,1125,7,14,97,10,9,10,10,10,10,False,True,False,flexible,False,False,2015-02-21,2017-03-30,2019-07-25
5992,27472215,51478852,,,False,,1,True,True,Old Town,Apartment,Entire home/apt,4,1.0,2,3,100.0,0.0,,3,20,365,55,110,79,9,8,9,9,9,8,False,True,False,moderate,False,False,2015-12-16,2018-09-06,2019-03-02
5993,32059721,17726836,within an hour,100.0,False,Skyland,27,True,False,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,1,1000.0,300.0,90.0,2,2,1125,5,10,80,9,9,9,10,10,8,False,True,False,strict_14_with_grace_period,False,False,2014-07-06,2019-03-01,2019-07-16
5994,32066151,17726836,within an hour,100.0,False,Skyland,27,True,False,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,1,1000.0,300.0,90.0,2,2,1125,13,26,91,9,9,9,10,9,9,False,True,False,strict_14_with_grace_period,False,False,2014-07-06,2019-02-28,2019-08-01
5995,34934376,263242566,within an hour,100.0,False,Pacific Beach,1,True,False,Pacific Beach,Apartment,Entire home/apt,4,1.0,1,2,1000.0,0.0,75.0,1,2,25,14,28,93,10,10,9,10,10,10,False,True,False,moderate,False,False,2019-05-21,2019-05-27,2019-08-11
5996,12055866,53211707,,,False,Hillcrest,1,True,False,Hillcrest,Apartment,Entire home/apt,4,2.0,2,2,133.0,,,1,15,1125,1,2,100,10,10,10,10,10,,False,False,False,flexible,False,False,2016-01-03,2016-08-01,2016-08-01
5999,20235126,796593,within an hour,100.0,False,East Village,15,True,True,East Village,Apartment,Entire home/apt,4,1.0,2,2,139.0,1000.0,149.0,4,14,1125,3,6,100,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2011-07-09,2018-07-13,2019-05-16
6000,5999018,4266730,,,False,Mission Hill,1,True,True,Mission Hill,House,Entire home/apt,4,2.0,2,2,275.0,500.0,150.0,4,7,14,2,4,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2012-11-28,2015-12-30,2016-07-26
6002,2017202,1228725,,,False,Ridgeview/Webster,1,True,True,Ridgeview/Webster,House,Private room,4,1.0,2,2,475.0,250.0,125.0,1,4,8,1,2,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2011-09-30,2016-07-25,2016-07-25
6003,13093871,18595739,within a day,100.0,False,,1,True,True,Rolando,Townhouse,Entire home/apt,4,2.5,2,2,95.0,,90.0,3,20,1125,8,16,95,10,9,10,9,9,10,False,False,False,strict_14_with_grace_period,False,False,2014-07-21,2016-07-09,2019-08-05
6004,9369700,37353287,within an hour,99.0,False,Pacific Beach,61,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,2,315.0,0.0,184.0,1,6,28,8,16,97,9,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-07-02,2016-05-20,2019-07-26
6005,23700725,115061182,within an hour,100.0,False,East Village,1,True,True,East Village,Apartment,Entire home/apt,4,1.0,1,2,930.0,0.0,50.0,2,2,1125,2,4,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-02-05,2018-04-30,2018-04-30
6006,15741163,80692099,within an hour,100.0,False,Mission Beach,2,True,True,Mission Beach,Cottage,Entire home/apt,4,2.0,2,3,450.0,1000.0,175.0,4,4,10,6,12,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2016-06-29,2019-04-21,2019-08-02
6007,26532743,199552788,within a few hours,100.0,False,East Village,3,True,False,East Village,Condominium,Entire home/apt,4,2.0,2,2,450.0,0.0,80.0,4,4,1125,9,18,98,10,10,10,10,10,9,False,False,False,moderate,False,False,2018-07-02,2018-07-22,2019-07-21
6009,13298532,37353287,within an hour,99.0,False,Pacific Beach,61,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,2,299.0,0.0,184.0,1,6,28,2,4,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-07-02,2017-01-02,2019-07-23
6011,26448735,1299258,,,False,Cortez,1,True,False,Cortez,Condominium,Entire home/apt,4,1.0,1,1,85.0,500.0,200.0,2,21,1125,2,4,70,10,10,10,7,10,7,False,False,False,strict_14_with_grace_period,False,False,2011-10-16,2018-08-27,2019-04-04
6013,26329745,63627865,within a day,100.0,False,,1,True,False,Linda Vista,Condominium,Entire home/apt,4,2.0,2,3,250.0,500.0,150.0,4,7,1125,3,6,90,10,8,10,10,10,10,False,False,False,flexible,False,False,2016-03-19,2018-07-30,2018-08-24
6014,6881629,36058877,,,False,Gaslamp,1,True,True,Gaslamp,Loft,Entire home/apt,4,1.0,0,2,850.0,,100.0,4,2,8,4,8,100,10,10,10,10,10,7,False,False,False,strict_14_with_grace_period,False,False,2015-06-17,2015-07-14,2018-07-23
6016,32548110,139713095,within a few hours,100.0,False,La Jolla,4,True,False,La Jolla,Condominium,Entire home/apt,4,2.0,2,3,242.0,0.0,150.0,1,7,1125,3,6,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2017-07-10,2019-02-27,2019-07-08
6017,21827317,126644161,within an hour,99.0,False,Mission Beach,287,True,False,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,1,240.0,0.0,166.0,1,7,1125,1,2,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-04-19,2019-06-02,2019-06-02
